,name,month_2020,square_meter,road-width,price,bedroom_no,floors,street,area,district
1593,1 căn duy nhất 21m2(3.5x6) 3 tầng đúc giá chỉ 2.4 tỷ TT Quận 10.,9.0,21.0,3.0,2.4,2.0,3.0,69.0,23.0,6.0
1594,"Nhà mới 4 lầu ngay hẻm 163 Tô Hiến Thành, 39m2, chỉ 5.6 tỷ,5PN",9.0,39.0,4.0,5.6,5.0,4.0,476.0,3.0,6.0
1595,"1 đời chủ- Giáp Quận 10,60m2,4 tầng đúc hẻm nhựa 8m, giá chỉ 8.9 tỷ",9.0,60.0,8.0,8.9,4.0,4.0,70.0,26.0,22.0
1596,"1 căn duy nhất Sát Mặt tiền CMT8, xe hơi tránh 66m2, 3L, chỉ 8.8 tỷ",9.0,66.0,10.0,8.8,4.0,3.0,69.0,23.0,6.0
1597,"Nhà CMT8 P15 Quận 10, 78m2, 3 Lầu, HXH, 10.2 Tỷ.",9.0,78.0,6.0,10.2,5.0,3.0,69.0,8.0,6.0
1598,"Sát Mặt tiền CMT8, 90m2,hẻm 8m, 3L mới chỉ 11.5 tỷ",9.0,90.0,8.0,11.5,4.0,3.0,70.0,3.0,22.0
1599,"1 đời chủ HXH-80m2, 4x20m2, vuông vức, Trung Tâm Quận 10, chỉ 8.9 tỷ",9.0,80.0,4.0,8.9,3.0,2.0,69.0,6.0,6.0
1600,"Nợ ngân hàng cần bán nhà HXH Tô Hiến Thành, 40m2, 3 tầng, 3PN rộng, chỉ 4.3 tỷ Hiếm",9.0,40.0,4.0,4.3,3.0,3.0,476.0,8.0,6.0
1601,"NHÀ ĐẸP CMT8 ,QUẬN 10 ,59M2 ,4Lầu BTCT,CHỈ 6.4 TỶ, XE HƠI VÀO NHÀ* CỰC HIẾM *",9.0,59.0,7.0,6.4,5.0,4.0,69.0,6.0,6.0
1602,"Bán nhà HXH Ngô Gia tự, 50m2, 4.5X12m, 4PN rộng, mới-ở ngay, chỉ 6.5 tỷ.",9.0,50.0,4.0,6.5,4.0,4.0,313.0,12.0,6.0
1603,"Bán gấp nhà HXH Thành Thái, Quận 10,Nhà 1 trệt 3 lầu – 56m2 chỉ 6 tỷ.",9.0,56.0,4.0,6.0,5.0,4.0,395.0,8.0,6.0
1604,"BÁN LÔ GÓC HẺM KINH DOANH 4m QUẬN 10, 48m2 GIÁ 5.9 TỶ.",9.0,48.0,4.0,5.9,4.0,3.0,173.0,2.0,6.0
1605,"Nhà mới Nguyễn Tri Phương Quận 10, 44m2, hẻm 5m chỉ 5,7 tỷ.",9.0,44.0,4.0,5.7,4.0,4.0,283.0,25.0,6.0
1606,"1 căn duy nhất Trung tâm Quận 10, Cao Thắng,ở+KD, 5PN, 4 lầu mới, chỉ 6.2 tỷ",9.0,50.0,4.0,6.2,5.0,4.0,63.0,5.0,6.0
1607,"Hẻm nhựa 6m,Cách mạng Tháng Tám,Quận 3, 56m2, 4L đúc, chỉ 6.5 tỷ CỰC HIẾM",9.0,56.0,6.0,6.5,4.0,4.0,69.0,3.0,10.0
1608,"Kẹt nợ bán gấp nhà Nguyễn Đình Chiểu, Quận 3,50m2,4L, chỉ 7 tỷ Ở+ Kinh Doanh",9.0,50.0,4.0,7.0,3.0,4.0,309.0,12.0,10.0
1609,"Hẻm xe tải Cách Mạng Tháng Tám, Quận 10, 90m2, chỉ 7.8 tỷ Chưa Qua Đầu tư.",9.0,90.0,6.0,7.8,4.0,4.0,69.0,6.0,6.0
1610,"Trung tâm Quận 10, 80m2, chưa tới 100tr/m2(5x19), hẻm 6m CỰC HIẾM.",9.0,80.0,6.0,7.7,6.0,4.0,69.0,6.0,6.0
1611,Nhà mới- ở ngay 3 tầng đúc-Lý Thái Tổ 3.5 x 9.5 giá 4.7 tỷ Phường 9 Quận 10,9.0,34.0,3.5,4.7,3.0,4.0,214.0,26.0,6.0
1612,Xe hơi vào nhà HIẾM Sát MT Lý Thái Tổ 4L đúc mới – 66m2 nở hậu chỉ 9.8 tỷ,9.0,66.0,7.0,9.8,5.0,4.0,214.0,26.0,6.0
1613,"Nhà HXH Lê Hồng Phong 4L mới ở+ cho thuê  30tr/thg, 64m2, 4L mới, 9.7 tỷ",9.0,64.0,6.0,9.7,5.0,4.0,173.0,25.0,6.0
1614,"Hẻm xe hơi Tô Hiến Thành 3 lầu mới, có thang máy VIP, chỉ 8 tỷ",9.0,60.0,5.0,8.0,4.0,3.0,476.0,3.0,6.0
1615,"Trung tâm Quận 10, 70m2, chỉ 7 tỷ hẻm 4m cách MT 70m, 4PN rộng.",9.0,70.0,4.0,7.0,4.0,3.0,476.0,8.0,6.0
1616,Cam kết nhà thật - Mặt Tiền Quận 11- Kinh doanh - 5PN- chỉ 6.6 tỷ,9.0,38.0,10.0,6.6,5.0,5.0,205.0,5.0,7.0
1617,Cam kết Nhà thật- Quận 1-Kinh doanh-45m2- Giá 6.5 Tỷ,9.0,45.0,5.0,6.5,4.0,4.0,428.0,48.0,5.0
1618,"Cam kết nhà thật - mới ở ngay CMT8, 56m2(4.3x12m) chỉ 5.5 tỷ.",9.0,56.0,3.5,5.5,3.0,2.0,70.0,24.0,22.0
1619,"MT kinh doanh đỉnh-Lý Thái Tổ 6 lầu mới, 18CHDV-TN gần 90tr/tháng chỉ 22 tỷ TL",9.0,104.0,20.0,22.0,18.0,6.0,214.0,26.0,6.0
1620,"Nhà mới Tô hiến Thành-Chưa qua đtư 36m2, 3 lầu đúc - chỉ 4.2 TL",9.0,36.0,3.5,4.2,3.0,4.0,476.0,3.0,6.0
1621,"Nhà mới- ở ngay CMT8, 3 tầng đúc, 3PN rộng, giá chỉ 5,4 tỷ TL",9.0,54.0,3.5,5.4,3.0,2.0,69.0,6.0,6.0
1622,"Cực hiếm Nhà mới Tô Hiến Thành, 5 tầng Thang máy, 5PN khép kín chỉ 10 tỷ",9.0,62.0,4.0,10.0,5.0,5.0,476.0,8.0,6.0
1623,"Cam kết tin thật 100%-Bán gấp 14CHDV Cao cấp đường 3/2, thu nhập 55tr/thg chỉ 7.95tỷ",9.0,64.0,4.0,7.95,14.0,5.0,27.0,9.0,7.0
1624,"Đtư dòng tiền-bán gấp 20CHDV cao cấp p3, Bình Thạnh,125m2,TN 100tr/thg",9.0,125.0,5.0,16.0,20.0,6.0,508.0,20.0,17.0
1625,"Khu VIP Quận 3, Nguyễn Đình Chiểu, nhà mới HXH, 5 lầu đúc, chỉ 6.5 tỷ",9.0,34.0,5.0,6.5,5.0,5.0,309.0,12.0,10.0
1626,"Hẻm 4m, CMT8, Quận 10, 3.7x10m, nhà mới ở ngay chỉ 4.95 tỷ",9.0,27.0,3.5,4.95,3.0,2.0,69.0,6.0,6.0
1627,"Trung tâm Quận 10,CMT8,38m2,2L đúc nội thất xịn chỉ 5 tỷ thương lượng",9.0,38.0,3.5,5.0,3.0,3.0,69.0,5.0,6.0
1628,"Kẹt nợ hạ ngay 1 tỷ nhà hẻm nhựa 10m, CMT8,62m2,4L mới, chỉ 8.4 tỷ",9.0,62.0,8.0,8.4,4.0,4.0,69.0,3.0,6.0
1629,"Bán gấp nhà CMT8 60m2, xe hơi vào nhà,3L mới, chỉ 7.8 tỷ CỰC HIẾM",9.0,60.0,6.0,7.8,4.0,3.0,70.0,22.0,22.0
1630,"Hiếm nhà hẻm nhựa 10m, ở + Kinh doanh, 4L đúc, vuông vức, chỉ 4.2 tỷ",9.0,24.0,10.0,4.2,3.0,4.0,69.0,6.0,6.0
1631,Biệt thự MT Q.2 80n2 gúa 15.5 tỷ,9.0,80.0,20.0,15.5,6.0,4.0,377.0,30.0,9.0
1632,MT Âu Cơ 68m2 gía 10.5 tỷ Tân Sơn Nhì Q. Tân Phú,9.0,68.0,18.0,10.5,4.0,3.0,544.0,95.0,23.0
1633,Nhà riêng MT Ấp Chiến lược  giá 5.4 tỷ  Q.Bình Tân.,9.0,70.0,30.0,5.4,2.0,1.0,456.0,72.0,23.0
1634,Bán Nhà Cầm Bá Thước Q.Phú Nhuận 32m2 giá 4.6 tỷ,9.0,32.0,4.0,4.6,2.0,2.0,82.0,24.0,20.0
1635,Bán Nhà Cầm Bá Thước Q.Phú Nhuận 32m2 giá 4.6 tỷ,9.0,32.0,4.0,4.6,2.0,2.0,82.0,24.0,20.0
1636,Nhà bán Bà Hom Quận 6 40m2 giá 3.9 tỷ,9.0,44.0,3.0,3.9,2.0,1.0,28.0,6.0,13.0
1637,Bán nhà riêng tại Đường Tân Hóa DT: 5x28  giá 10.2 tỷ Phường 1 Quận 11.,9.0,140.0,8.0,10.2,2.0,1.0,460.0,2.0,7.0
1638,Nhà mới cư xá đô thành 30m2 Q.3 giá 4.3 tỷ,9.0,30.0,3.0,4.3,4.0,2.0,81.0,21.0,10.0
1639,"Bánhà phố Hưng Gia đường lớn giá tốt nhất thị trường hiện tại, vị trí sát bên Sky garden 3",9.0,111.0,10.0,25.5,4.0,4.0,42.0,91.0,14.0
1640,Nhà HXH  Thái Phiên 34m2 giá 4.5 tỷ Quận 11,9.0,34.0,6.0,4.5,4.0,2.0,396.0,25.0,7.0
1641,Bán nhà Quận 10 50m2 giá 10.8tỷ,9.0,50.0,8.0,10.8,2.0,1.0,63.0,5.0,6.0
1642,"Hạ Giá Bán gấp nhà MT Đường Phan Đăng Lưu, Quận PN. Diện tích: 8x20m 1T 4L Giá 50tỷ",9.0,180.0,30.0,50.0,5.0,4.0,336.0,24.0,20.0
1643,"Bán MT ngang lớn Đường Phan Xích Long, Quận Phú Nhuận. DT 8x18m Giá 57tỷ GPXD Hầm 7L",9.0,144.0,30.0,57.0,1.0,1.0,334.0,12.0,20.0
1644,"Bán MT rẻ nhất Đường Huỳnh Văn Bánh, Quận PN. DT 8x20m NH: 13m, 1T 2L Giá 45 tỷ (TL)",9.0,205.0,16.0,45.0,3.0,2.0,131.0,4.0,20.0
1645,"Bán nhà MT vị trí cực đẹp đường Bạch Đằng, TB. DT 4.8x10m, 1T 4L Giá chỉ 14 tỷ (TL)",9.0,140.0,30.0,14.0,5.0,4.0,53.0,12.0,22.0
1646,"Bán nhà 2MT Đường Cộng Hòa, Quận Tân Bình. Diện tích 4.2x22m 1T 3L, TN 50tr/tháng",9.0,78.0,30.0,19.0,4.0,3.0,86.0,6.0,22.0
1647,"Bán gấp 2MT Đường Cù Lao, Quận PN. DT 4x11m 1T 3L Giá 13tỷ (Thương lượng)",9.0,40.0,20.0,13.0,5.0,3.0,77.0,12.0,20.0
1648,"Bán nhà 2MT Đường Nguyễn Trọng Tuyển, Quận TB. DT 4,1x18m 1T 3L Giá 16 tỷ (TL)",9.0,230.0,12.0,16.0,5.0,4.0,287.0,2.0,22.0
1649,"Bán nhà Góc 2MT Đường Đồng Đen, Quận TB. DT 12.7x24. GPXD Hầm 8L, TN:170tr Giá: 47 tỷ (TL)",9.0,305.0,20.0,47.0,9.0,9.0,575.0,5.0,22.0
1650,"Bán nhà MT Đường Nguyễn Đình Chính, thông Đường H.V.Bánh và N.V.Trỗi, Quận PN. DT 14x25m",9.0,340.0,16.0,65.0,2.0,2.0,302.0,4.0,20.0
1651,"Cần bán gấp nhà MT Đường Đồng Xoài, Quận TB. DT: 4.2x26 NH 6m 3L Giá 16 tỷ (KTL)",9.0,120.0,16.0,16.0,6.0,3.0,574.0,6.0,22.0
1652,"Bán MT Đường Trường Chinh, Q.TB. DT 8.1x29m 2L Giá 46 tỷ (TL)",9.0,230.0,25.0,46.0,3.0,2.0,420.0,5.0,22.0
1653,Bán nhà MT Đường Bàu Cát 4 ngay Trương Công Định. DT 8x28m Giá 33 tỷ (TL),9.0,244.0,20.0,33.0,4.0,3.0,415.0,5.0,22.0
1654,"Cần bán gấp MT Đường Phạm Văn Bạch, Q.GV. DT 4.6x10m 3L Giá 7.5 tỷ (TL) thu nhập 20tr/thg",9.0,40.0,30.0,7.5,5.0,3.0,349.0,5.0,19.0
1655,"Bán nhà MT Đường Nguyễn Oanh, Gò Vấp. Diện tích 9x21m thu nhập 50tr/tháng, Giá 21.5 tỷ",9.0,180.0,30.0,21.5,2.0,2.0,264.0,10.0,19.0
1656,Bán Nhà MT đường Quang Trung. DT 10x25m. 232 m2 Giá Chỉ 25 tỷ Cho thuê 50tr/tháng,9.0,232.0,10.0,25.0,1.0,1.0,527.0,25.0,19.0
1657,"Bán nhà MT Đường KD Đường Số 21, Q.GV. DT 5x20m Giá 10.5 tỷ (TL)",9.0,90.0,10.0,10.5,1.0,1.0,527.0,25.0,19.0
1658,"Chính chủ cần bán MT Đường Nguyễn Văn Khối đối diện công viên làng hoa , Quận GV.",9.0,90.0,30.0,15.2,1.0,2.0,294.0,26.0,19.0
1659,"Bán nhà MT Đường Thích Quảng Đức, Quận PN. DT 4x16m 1T 1L Giá 13 tỷ (TL)",9.0,107.0,12.0,13.0,3.0,2.0,400.0,22.0,20.0
1660,"Bán nhà MT Đường TTN 21, Quận 12. DT: 5x16m, KC: 1T 3L, Giá 5.4 tỷ (TL)",9.0,80.0,12.0,5.4,4.0,4.0,470.0,100.0,8.0
1661,"Bán biệt thự hẻm 307 Đường Nguyễn Văn Trỗi, Quận Tân Bình. DT 10x17m 2L Giá 33.5 tỷ",9.0,170.0,8.0,33.5,5.0,3.0,302.0,2.0,22.0
1662,"Bán Biệt thự 2MT Đường Nguyễn Văn Trỗi, Quận Tân Bình. DT 16x20m 320m2 GPXD H+7L Giá 65 tỷ",9.0,320.0,10.0,65.0,3.0,2.0,302.0,2.0,22.0
1663,"Bán BT Hẻm XH Đường Nguyễn Trọng Tuyển, Quận Tân Bình. DT 12x20m 1T 3L Giá 35 tỷ",9.0,220.0,6.0,35.0,5.0,3.0,287.0,2.0,22.0
1664,"Bán Biệt Thự Đường Nguyễn Văn Trỗi, Quận Tân Bình. DT 10x16m DCN 160m2 3L Giá 33.5 tỷ",9.0,160.0,6.0,33.5,5.0,3.0,302.0,2.0,22.0
1665,"Bán nhà HXH 8m Đường Huỳnh Văn Bánh, Quận PN DT 4.6x18m 3L Giá 13 tỷ",9.0,85.0,6.0,13.0,5.0,3.0,131.0,6.0,20.0
1666,"Bán nhà thiết kế đẹp Hẻm 6m Đường Cửu Long, Quận TB. DT 5x21m 1T 3L Giá 17.5 tỷ (TL)",9.0,340.0,6.0,17.5,5.0,5.0,87.0,12.0,22.0
1667,"Bán nhà HXH 1/ Đường Nguyễn Tư Giản, Quận GV. DT 4x18m NH 4.6m Giá 6.95 tỷ (TL)",9.0,75.0,6.0,6.95,6.0,4.0,288.0,5.0,19.0
1668,"Bán nhà HXH Góc 2MT Đường Số 18, Quận Gò Vâp. DT 57m2 Giá 7 tỷ (TL)",9.0,57.0,8.0,7.0,5.0,3.0,525.0,25.0,19.0
1669,"Bán nhà HXH Đường Nguyễn Văn Công, Q.GV. DT 7x25m 1T 2L Giá 14 tỷ (TL)",9.0,125.0,5.0,14.0,4.0,2.0,291.0,20.0,19.0
1670,"Bán nhà 2MT Hẻm 8m Đường Nguyễn Văn Khối, GV. DT 4x18m 3L Giá 6.3 tỷ",9.0,72.0,8.0,6.3,4.0,3.0,294.0,26.0,19.0
1671,"Bán nhà 2MT hẻm siêu đẹp Đường Nguyễn Văn Khối, Q.GV. DT 4x18m 3L Giá 6.3 tỷ (TL)",9.0,60.0,8.0,6.3,4.0,3.0,294.0,25.0,19.0
1672,"Bán nhà 2MT hẻm siêu đẹp Đường Nguyễn Văn Khối , Q.GV. DT 4x18m 3L Giá 6.3 tỷ (TL)",9.0,60.0,8.0,6.3,4.0,3.0,73.0,25.0,19.0
1673,"Bán Biệt Thự cực Đẹp với giá cực tốt đường Lê Văn Sỹ, Quận 3. DT 8.5x20m 3L Giá chỉ 35 tỷ",9.0,160.0,6.0,35.0,5.0,3.0,199.0,7.0,10.0
1674,"Bán gấp nhà HXH Đường Nguyễn Văn Trỗi, Quận Phú Nhuận. DT 112m2 1T 2L, Giá chỉ: 18.5 tỷ",9.0,220.0,8.0,18.5,4.0,3.0,302.0,8.0,20.0
1675,"Bán nhà đẹp HXH Đường Tân Thới Nhất 1, Quận 12. DT: 4x14m 1T-3L Giá 4.6 tỷ (TL)",9.0,50.0,5.0,4.6,4.0,4.0,469.0,100.0,8.0
1676,"Bán nhà HXH Đường Trần Khánh Dư, Quận 1. DT 5x10m 1T 3L ST, Giá 8.5 tỷ. Cho thuê 35tr/thg",9.0,50.0,6.0,8.5,10.0,4.0,430.0,102.0,5.0
1677,"Chính chủ cần bán nhà HXH Đường Dương Quảng Hàm, Q.GV. DT; 5.1x10m Giá 5.99 tỷ (TL)",9.0,50.0,6.0,5.99,5.0,4.0,100.0,22.0,19.0
1678,"Bán nhà MT Đường Số 3 và Nguyễn Văn Khối, Quận GV. DT 6x18m 4L Giá 11.5 tỷ (TL)",9.0,108.0,12.0,11.5,5.0,4.0,294.0,26.0,19.0
1679,Bán nhà đường Bà Hom 80m2 giá 4.25 tỷ,9.0,80.0,4.0,4.25,3.0,1.0,28.0,6.0,13.0
1680,Nhà Hoàng Hoa Thám Q.Phú Nhuận 50m2 giá 6.15 tỷ,9.0,50.0,6.0,6.15,5.0,3.0,118.0,22.0,20.0
1681,Bán nhà Hồ Học Lãm 48m2 giá 3.3 tỷ,9.0,48.0,5.0,3.3,3.0,1.0,146.0,28.0,18.0
1682,"Hẻm ô tô đỗ cữa đường Hồ Học Lãm , DT: 5.3x18 giá 3.3 tỷ,P.An Lạc, Q. Bình Tân .",9.0,75.0,6.0,3.8,4.0,2.0,146.0,28.0,18.0
1683,Nhà riêng Mt Trịnh Đình Trọng 101m2 giá 6.7 tỷ Phú Trung Tân Phú.,9.0,101.0,6.0,6.7,1.0,1.0,456.0,70.0,23.0
1684,Bán nhà riêng đường Minh Phụng DT: 4x11 giá 5.8 tỷ P.1 Q.11.,9.0,44.0,6.0,5.8,4.0,4.0,220.0,2.0,7.0
1685,Nhà Điện Biên Phủ 48m2 Q.Bình Thạnh giá 7.5 tỷ,9.0,50.0,6.0,7.5,5.0,4.0,551.0,10.0,17.0
1686,Bán nhà MT Lý Tuệ Q.Tân Phú 80m2 giá 9.1 tỷ,9.0,80.0,12.0,9.1,3.0,3.0,216.0,94.0,23.0
1687,Nhà gần minh phụng 4.2 x11 giá 3.8 tỷ Phường 11 Quận 6,9.0,44.0,3.0,3.8,4.0,2.0,143.0,4.0,13.0
1688,Bán nhà riêng Quận 6 HXH 44m2 - Sổ hồng riêng chính chủ,9.0,44.0,8.0,2.8,2.0,1.0,158.0,6.0,13.0
1689,Bán nhà HXH đường 3/2 P.12 Q.10 54m2 giá 9.8tỷ,9.0,54.0,8.0,9.8,2.0,1.0,21.0,5.0,6.0
1690,Mt đường Phú Thọ 90m2 Q.11 giá 16.1 tỷ,9.0,90.0,20.0,16.1,5.0,3.0,339.0,21.0,7.0
1691,Bán nhà Nguyễn Văn Cừ Quận 1 8m2 giá 2.65 tỷ,9.0,18.0,3.0,2.65,3.0,3.0,292.0,48.0,5.0
1692,Nhà riêng ngay chợ phú lâm 64m2 Q.6,9.0,64.0,6.0,5.7,5.0,3.0,28.0,6.0,13.0
1693,Bán nhà MT Hẽm Hòa Bình  205m2 Q.11 giá 15 tỷ,9.0,250.0,10.0,15.0,3.0,1.0,546.0,22.0,7.0
1694,Bán nhà MT Cộng Hòa  85m2 Q.TB giá 18.5 tỷ,9.0,85.0,30.0,18.5,5.0,3.0,86.0,4.0,22.0
1695,Nhà MT CXBH Quận 10 52m2 giá 10.8tỷ,9.0,50.0,8.0,10.8,2.0,1.0,78.0,5.0,6.0
1696,Nhà Thiên Phước  Q.Tân bình  42m2 giá 4.7 tỷ .,9.0,42.0,3.0,4.7,5.0,2.0,391.0,26.0,7.0
1697,Nhà HXH Thoại Ngọc Hầu 400m2 sàn giá 12 tỷ,9.0,84.0,8.0,12.0,20.0,5.0,392.0,70.0,23.0
1698,Nhà riêng Trần Văn Quang 18m2 giá 2.35 tỷ,9.0,18.0,3.0,2.35,2.0,2.0,448.0,3.0,22.0
1699,Bán nhà Quận 10 28m2 giá 5.2 tỷ,9.0,28.0,4.0,5.2,2.0,2.0,283.0,26.0,6.0
1700,Bán nhà HXH 69m2 Q.Tân Phú 69m2 giá 5.5 tỷ,9.0,69.0,6.0,5.5,5.0,2.0,544.0,72.0,23.0
1701,Bán nhà Quận 10 Nguyễn Tri Phương  giá 4.9 tỷ,9.0,28.0,3.0,4.9,3.0,3.0,283.0,3.0,6.0
1702,"Bán nhà góc 2MT Võ Văn Kiệt, Q.6, 65m2 giá rẻ đầu tư",9.0,65.0,30.0,8.2,2.0,1.0,497.0,23.0,13.0
1703,Bán nhà 3 MT HXH khu dân cư đông gần Galaxy Phú Lâm Q6. giá 5 tỷ,9.0,50.0,8.0,5.0,2.0,1.0,158.0,4.0,13.0
1704,Đường Đội cung Quận 11 35m2 giá 4.1 tỷ,9.0,41.0,6.0,4.1,2.0,1.0,582.0,4.0,7.0
1705,"Nhả sát MT , Chủ lâu đời, khu VIp , DT: 57m2 , Giá 8.6 tỷ",9.0,57.0,6.0,8.6,7.0,4.0,573.0,8.0,6.0
1706,"Bán nhà Thành Thái, P.14, Q10 giá 3.98 tỷ",9.0,36.0,4.0,3.98,2.0,1.0,395.0,7.0,6.0
1707,HXH Minh Phụng 3.8m x 11 giá 7.8 tỷ P.2 Q.11.,9.0,42.0,8.0,7.8,5.0,5.0,227.0,12.0,7.0
1708,Bán nhà khu VIP hẻm 10m Trịnh Đình Trọng Tân Phú đúc 4 lầu 4.5 x 18m giá 8.9 tỷ,9.0,80.0,10.0,8.9,8.0,4.0,455.0,72.0,23.0
1709,BÁN NHÀ MẶT TIỀN KINH DOANH ĐƯỜNG SỐ 32 THÔNG RA EON MAIL BÌNH TÂN. NHÀ MỚI,9.0,100.0,30.0,14.3,5.0,3.0,532.0,41.0,18.0
1710,Bán nhà cấp 4 diện tích 6 x 23m giá 950 triệu đường 8m kênh trung ương dân cư đông,9.0,138.0,8.0,0.95,2.0,1.0,65.0,126.0,0.0
1711,Bán nhà mặt tiền đường lớn 8m 5 x 21 giá 850 triệu_ sổ hồng riêng đã hoàn công.,9.0,110.0,8.0,0.85,5.0,2.0,54.0,134.0,0.0
1712,Bán nhà mặt phố đường Nguyễn Trung Trực 70m2 giá 12.5 tỷ P.5 Q.Bình Thạnh.,9.0,70.0,12.0,12.5,7.0,4.0,284.0,22.0,17.0
1713,Bán nhà Thái Phiên Quận 11 54m2 giá 6.5 tỷ,9.0,54.0,6.0,6.5,4.0,3.0,396.0,21.0,7.0
1714,Bán nhà Quận 5 44m2 giá 4.8 tỷ,9.0,44.0,3.0,4.8,6.0,2.0,142.0,22.0,12.0
1715,"bán mặt tiền Nguyễn Bỉnh Khiêm, P Đa Kao, Quận 1, 12x30m, XD 2 hầm + 10 lầu.",9.0,360.0,12.0,160.0,7.0,1.0,238.0,106.0,5.0
1716,Hẻm 43 Ba Tháng Hai DT: 7 x 16 giá 28 tỷ Phường 12 Quận 10.,9.0,109.0,8.0,28.0,3.0,2.0,21.0,5.0,6.0
1717,Nhà HXH An Dương Vương 65m2 giá 4.2 tỷ.,9.0,65.0,6.0,4.2,2.0,1.0,497.0,9.0,15.0
1718,"Chính chủ bán MT 36 Nguyễn Bỉnh Khiêm - Nguyễn Đình Chiểu, Phường Đa Kao, Q1, giá 158 Tỷ",9.0,360.0,20.0,158.0,10.0,2.0,238.0,106.0,5.0
1719,Bán nhà Tô Hiến Thành Quận 10 22m2 giá 3.3 tỷ,9.0,20.0,6.0,3.3,2.0,1.0,476.0,7.0,6.0
1720,Nhà HXH Nguyễn Giãn Thanh 64m2 Q.10 giá 13 tỷ,9.0,64.0,6.0,13.0,5.0,3.0,251.0,8.0,6.0
1721,Bán nhà riêng đường Vĩnh viễn 30m2 Q.10 giá 3.6 tỷ,9.0,30.0,3.0,3.6,3.0,2.0,502.0,21.0,6.0
1722,"Bán nhà MT đường Bến Phú Lâm ,DT: 4x11 giá 4.95 tỷ P.9 Q.6",9.0,50.0,8.0,5.1,2.0,1.0,56.0,26.0,13.0
1723,Nhà MT Hoàng Dư Khương Quận 10 52m2 giá 10.8tỷ,9.0,52.0,8.0,10.8,2.0,1.0,117.0,5.0,6.0
1724,Nhà riêng HXH Lê Hồng Phong  45m2 giá 8.7 tỷ Q.5,9.0,45.0,8.0,8.7,5.0,3.0,173.0,12.0,12.0
1725,"Bán nhà hẻm xe hơi 8m Ba Tháng Hai,DT: 8 x 16 giá 28 tỷ Phường 12 Quận 10.",9.0,112.0,8.0,28.0,3.0,2.0,21.0,5.0,6.0
1726,Bán nhà MT Bình Phú  68m2 Q.6 giá 7.85 tỷ,9.0,68.0,8.0,7.85,5.0,3.0,528.0,3.0,13.0
1727,Bán nhà  mới Nguyễn văn luông 70m2 Q.6 giá 6.8 tỷ,9.0,64.0,4.0,6.8,5.0,3.0,295.0,4.0,13.0
1728,Nhà đường Hồng Bàng 30m2 giá 3.35 tỷ P. 1 Q11.,9.0,30.0,4.0,3.35,2.0,1.0,151.0,2.0,7.0
1729,"Bán Nhà Tô Hiến Thành, 48m2, 3 PN ,giá chỉ 4.4 tỷ",9.0,48.0,4.0,4.4,3.0,1.0,476.0,8.0,6.0
1730,Bán nhà Cộng Hòa 70m2 giá 10.5 tỷ,9.0,70.0,8.0,10.5,4.0,3.0,86.0,5.0,22.0
1731,Bán nhà MT Hàn Hải Nguyên Quận 11 84m2 giá 12.5 tỷ,9.0,84.0,8.0,12.5,4.0,3.0,134.0,20.0,7.0
1732,Nhà MT Lạc Long Quân Q.11 85m2 giá 16.1 tỷ,9.0,85.0,8.0,16.1,5.0,3.0,220.0,21.0,7.0
1733,Bán nhà HXH trung tâm Q.Bình Thạnh 40m2 giá 7.4 tỷ,9.0,40.0,8.0,7.4,5.0,3.0,549.0,20.0,17.0
1734,Nhà mới Lý Thái Tổ 30m2 gía 4.95 tỷ Q.10,9.0,30.0,4.0,4.95,2.0,1.0,214.0,26.0,6.0
1735,Bán nhà khu kỹ thuật cao Q.Bình Tân 54m2 giá 3 tỷ,9.0,54.0,4.0,3.0,2.0,1.0,155.0,43.0,18.0
1736,"Nhà hẻm Phan Văn Khỏe , DT: 4x16 giá 6.7 tỷ Phường 5 Quận 6",9.0,64.0,8.0,6.7,4.0,2.0,332.0,22.0,13.0
1737,Bán nhà Ông Ích Khiêm Q.11 210m2 giá 15 tỷ,9.0,210.0,10.0,15.0,3.0,1.0,546.0,22.0,7.0
1738,Bán nhà Tô Hiến Thành Quận 10 34m2 giá 5.2tỷ,9.0,34.0,6.0,5.2,2.0,1.0,476.0,6.0,6.0
1739,MT Tân Khai 4x15 giá 7.2 Tỷ P.4 Q.Tân Bình .,9.0,60.0,8.0,7.2,2.0,1.0,462.0,21.0,22.0
1740,Bán nhà CXPL B - Q.6 giá 5.2 tỷ,9.0,42.0,6.0,5.2,4.0,4.0,80.0,6.0,13.0
1741,Bán nhà  Quận 11 44m2 căn góc giá 5.8 tỷ,9.0,44.0,8.0,5.8,2.0,1.0,151.0,2.0,7.0
1742,"Ngộp ngân hàng bán gấp nhà mặt tiền đường Hòa Hưng, Q. 10,  3 tầng, giá chỉ 10.8 tỷ",9.0,42.0,20.0,10.8,3.0,3.0,137.0,6.0,6.0
1743,"Bán nhà Nguyễn Thị Nê, DT 107m2 1 trệt 1 lầu. Tặng full nội thất cao cấp",9.0,97.0,10.0,2.3,2.0,1.0,488.0,121.0,2.0
1744,"Bán nhà nằm trong khu Biệt Thự Bình Lợi, DT 4m x 20m, 4 lầu. Sân xe hơi. Tặng nội thất cao",9.0,80.0,10.0,8.7,6.0,4.0,36.0,6.0,17.0
